"taxon_name","accepted_name","ref_author","ref_pubyr","primary_reference","phylum","class","order","family","genus","reference_no","taxon_no","data_enterer","zoobank","ref_language","group","taxon_status","type_locality","type_country","country_reposited","institution_reposited","holotype_number..separate.by...if.multiple.","sp_named_after","sp_language..if.another.language.but.latin.used.","sp_if_person_name","sp_if_person_gender","sp_gender_notes","sp_if_person_country","sp_if_person_country_notes","sp_notes","gen_named_after","gen_language..if.another.language.but.latin.used.","gen_if_person_name","gen_if_person_gender","gen_gender_notes","gen_if_person_country","gen_if_person_country_notes","gen_notes","affiliations_of_authors..separated.by...","countries_of_authors..separated.by...","modified.by","data_from_alternative_source","comments"
"Rahonavis ostromi","Rahonavis ostromi","Forster et al.","1998","C. A. Forster, S. D. Sampson, and L. M. Chiappe, D. W. Krause. 1998. The theropod ancestry of birds: new evidence from the Late Cretaceous of Madagascar. Science 279:1915-1919","Chordata","Saurischia","Avetheropoda","Dromaeosauridae","Rahonavis","12456","64133","William Foster","NA",NA,"dinosauria","valid","Mahajanga Basin, northwestern Madagascar","Madagascar","Madagascar","Université d'Antananarivo","UA 8656","person",NA,"Dr. John H. Ostrom","male","assumed from ending","USA","inferred from paper","in honor of Dr. John H. Ostrom","behavioural characteristics","Malagasy",NA,NA,NA,NA,NA,"Rahona (RAH-hoo-nah; Malagasy): meaning menace/threat or cloud; intended interpretation: “menace from the clouds”","Department of Anatomical Sciences, State University of New York at Stony Brook, Stony Brook, NY 11794, USA; Department of Anatomy, New York College of Osteopathic Medicine, Old Westbury, NY 11568, USA; Department of Ornithology, American Museum of Natural History, 79th Street at Central Park West, New York, NY 10024, USA; Department of Anatomical Sciences, State University of New York at Stony Brook, Stony Brook, NY 11794, USA","USA; USA; USA; USA",NA,"FALSE",NA
"Enantiornis martini","Enantiornis martini","Panteleyev","1998","A. V. Panteleyev. 1998. [New species of enantiornithines (Aves: Enantiornithes) from the Upper Cretaceous of central Kyzylkum]. Russkii Ornitologicheskii Zhurnal Ekspress Vypusk 35:3-15","Chordata","Aves","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Enantiornis","37008","194800","William Foster","NA","Russian","aves","nomen dubium",NA,NA,NA,NA,"NULL","person",NA,NA,NA,NA,NA,NA,NA,"other",NA,NA,NA,NA,NA,NA,"""Opposite bird""",NA,NA,NA,"FALSE",NA
"Enantiornis walkeri","Enantiornis walkeri","Panteleyev","1998","A. V. Panteleyev. 1998. [New species of enantiornithines (Aves: Enantiornithes) from the Upper Cretaceous of central Kyzylkum]. Russkii Ornitologicheskii Zhurnal Ekspress Vypusk 35:3-15","Chordata","Aves","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Enantiornis","37008","194796","William Foster","NA","Russian","aves","nomen dubium",NA,NA,NA,NA,"NULL","person",NA,NA,NA,NA,NA,NA,NA,"other",NA,NA,NA,NA,NA,NA,"""Opposite bird""",NA,NA,NA,"FALSE",NA
"Abavornis bonaparti","Abavornis bonaparti","Panteleyev","1998","A. V. Panteleyev. 1998. [New species of enantiornithines (Aves: Enantiornithes) from the Upper Cretaceous of central Kyzylkum]. Russkii Ornitologicheskii Zhurnal Ekspress Vypusk 35:3-15","Chordata","Aves","Alexornithiformes","Alexornithidae","Abavornis","37008","194803","William Foster","NA","Russian","aves",NA,NA,NA,NA,NA,"NULL","person",NA,NA,NA,NA,NA,NA,NA,"other",NA,NA,NA,NA,NA,NA,"From Latin 'abavus', meaning 'great great grandfather'",NA,NA,NA,"TRUE","Genus etymology from Holtz (2011)"
"Explorornis nessovi","Explorornis nessovi","Panteleyev","1998","A. V. Panteleyev. 1998. [New species of enantiornithines (Aves: Enantiornithes) from the Upper Cretaceous of central Kyzylkum]. Russkii Ornitologicheskii Zhurnal Ekspress Vypusk 35:3-15","Chordata","Aves","Alexornithiformes","Alexornithidae","Explorornis","37008","194795","William Foster","NA","Russian","aves",NA,NA,NA,NA,NA,"NULL","person",NA,NA,NA,NA,NA,NA,NA,"other",NA,NA,NA,NA,NA,NA,"From Latin 'exploro', meaning 'I discover'",NA,NA,NA,"TRUE","Genus etymology from Holtz (2011)"
"Incolornis silvae","Incolornis silvae","Panteleyev","1998","A. V. Panteleyev. 1998. [New species of enantiornithines (Aves: Enantiornithes) from the Upper Cretaceous of central Kyzylkum]. Russkii Ornitologicheskii Zhurnal Ekspress Vypusk 35:3-15","Chordata","Aves","Alexornithiformes","Alexornithidae","Incolornis","37008","194799","William Foster","NA","Russian","aves",NA,NA,NA,NA,NA,"NULL","person",NA,NA,NA,NA,NA,NA,NA,"other",NA,NA,NA,NA,NA,NA,"From Latin 'incolo', meaning 'I dwell' or 'I cultivate'",NA,NA,NA,"TRUE","Genus etymology from Holtz (2011)"
"Catenoleimus anachoretus","Catenoleimus anachoretus","Panteleyev","1998","A. V. Panteleyev. 1998. [New species of enantiornithines (Aves: Enantiornithes) from the Upper Cretaceous of central Kyzylkum]. Russkii Ornitologicheskii Zhurnal Ekspress Vypusk 35:3-15","Chordata","Aves","Alexornithiformes","NO_FAMILY_SPECIFIED","Catenoleimus","37008","194805","William Foster","NA","Russian","aves",NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,NA,NA,"in relation to other taxa",NA,NA,NA,NA,NA,NA,"From Latin 'catena', a lineage or chain, and Greek 'leimma', a remainder. Hence, last of its kind.",NA,NA,NA,"TRUE","Genus etymology from Holtz (2011)"
"Caseosaurus crosbyensis","Caseosaurus crosbyensis","Hunt et al.","1998","A. P. Hunt, S. G. Lucas, and A. B. Heckert, R. M. Sullivan, M. G. Lockley. 1998. Late Triassic dinosaurs from the western United States. Géobios 31(4):511-531","Chordata","Saurischia","NO_ORDER_SPECIFIED","Herrerasauridae","Caseosaurus","13905","66661","William Foster","NA","English","dinosauria","valid","Crosby County, Texas - exact location unknown.","USA","USA","University of Michigan Museum of Paleontology, Ann Arbor.","UMMP 8870","location/geography",NA,NA,NA,NA,NA,NA,"Named for Crosby County, Texas, which yielded the holotype.","person",NA,"E.C. Case","male","assumed from ending","USA","retrieved from external source","In recognition of E.C. Case who discovered the  holotype and made substantial contributions to our knowledge of Late Triassic tetrapods.","Mesalands Dinosaur Museum and Natural Science; New Mexico Museum of Natural History and Science; University of New Mexico; The State Museum of Pennsylvania; University of Colorado at Denver","USA; USA; USA; USA; USA",NA,"FALSE",NA
"Hudiesaurus sinojapanorum","Hudiesaurus sinojapanorum","Dong","1997","Z. Dong. 1997. A gigantic sauropod (Hudiesaurus sinojapanorum gen. et sp. nov.) from the Turpan Basin, China.  In Z. Dong (ed.), Sino-Japanese Silk Road Dinosaur Expedition. China Ocean Press, Beijing","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Hudiesaurus","11762","58890","William Foster",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","group",NA,NA,NA,NA,NA,NA,NA,"morphological characteristics","Chinese",NA,NA,NA,NA,NA,"""Butterfly lizard"", in reference to the butterfly-shaped vertebrae",NA,NA,NA,"TRUE","Genus etymology from Holtz (2007) appendix"
"Archaeoceratops oshimai","Archaeoceratops oshimai","Dong and Azuma","1997","Z. Dong and Y. Azuma. 1997. On a primitive neoceratopsian from the Early Cretaceous of China.  In Z. Dong (ed.), Sino-Japanese Silk Road Dinosaur Expedition. China Ocean Press, Beijing","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Archaeoceratops","9501","55576","William Foster","urn:lsid:zoobank.org:act:237C0BB1-88B2-48A8-B786-FA87D77BBA44",NA,NA,NA,NA,NA,NA,NA,"NULL","person",NA,NA,NA,NA,NA,NA,NA,"other","Greek",NA,NA,NA,NA,NA,"""Ancient horned face""",NA,NA,NA,"TRUE","Genus etymology from Holtz (2007) appendix"
"Nanshiungosaurus bohlini","Nanshiungosaurus bohlini","Dong and Yu","1997","Z. Dong and H. Yu. 1997. A new segnosaur from Mazongshan area, Gansu Province, China.  In Z. Dong (ed.), Sino-Japanese Silk Road Dinosaur Expedition. China Ocean Press, Beijing","Chordata","Saurischia","Avetheropoda","Therizinosauridae","Nanshiungosaurus","11760","58885","William Foster",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","person",NA,NA,NA,NA,NA,NA,NA,"location/geography",NA,NA,NA,NA,NA,NA,"Named for the Nanxiong Formation",NA,NA,NA,"TRUE","Genus etymology from Holtz (2007) appendix"
"Magnoavipes lowei","Magnoavipes lowei","Lee","1997","Y.-N Lee. 1997. Bird and dinosaur footprints in the Woodbine Formation (Cenomanian), Texas. Cretaceous Research 18:849-864","Chordata","Saurischia","Avetheropoda","Ornithomimipodidae","Magnoavipes","7663","68028","William Foster","NA","English","trace","valid","Denton County, Texas (Southern Methodist University locality 234)","USA","USA","Dallas Museum of Natural History","918","person",NA,"Bill Rowe","male","assumed from ending","USA","inferred from paper","In honor of Bill Rowe, whose mapping of the track site provided the basic framework for this study","morphological characteristics","Latin",NA,NA,NA,NA,NA,"L.magnus, large; avis, bird; pes, foot","Department of Earth System Sciences, Yonsei University","South Korea",NA,"FALSE",NA
"Fuscinapedis woodbinensis","Fuscinapedis woodbinensis","Lee","1997","Y.-N Lee. 1997. Bird and dinosaur footprints in the Woodbine Formation (Cenomanian), Texas. Cretaceous Research 18:849-864","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Fuscinapedis","7663","68030","William Foster","NA","English","trace","valid","Denton County, Texas (Southern Methodist University locality 234)","USA","USA","Dallas Museum of Natural History","74651","location/geography",NA,NA,NA,NA,NA,NA,"named after the Woodbine Formation","morphological characteristics","Latin",NA,NA,NA,NA,NA,"L.fuscina, three prolonged fork; pedis, foot.","Department of Earth System Sciences, Yonsei University","South Korea",NA,"FALSE",NA
"Pasquiaornis hardiei","Pasquiaornis hardiei","Tokaryk et al.","1997","T. T. Tokaryk, S. L. Cumbaa, and J. E. Storer. 1997. Early Late Cretaceous birds from Saskatchewan, Canada: the oldest diverse avifauna known from North America. Journal of Vertebrate Paleontology 17(1):172-176","Chordata","Aves","Hesperornithiformes","NO_FAMILY_SPECIFIED","Pasquiaornis","14326","67792","William Foster","NA","English","aves","valid","Carrot River, Saskatchewan","Canada","Canada","Royal Saskatchewan Museum","NULL","person",NA,"Dickson Hardie","male","assumed from ending","Canada","explicitly stated in paper","afterDicksonHardieofArborfield,Saskatchewan,whodonatedhiscollectionfromthetypelocal-ity,whichincludedsomeofthebirdspecimens","location/geography",NA,NA,NA,NA,NA,NA,"squia,referenceto  thePasquiaHillsregion;ornis,bird.","Eastend Fossil Research Station; Paleobiology, Canadian Museum of Nature; R oyal Saskatchewan Museum","Canada; Canada; Canada",NA,"FALSE",NA
"Pasquiaornis tankei","Pasquiaornis tankei","Tokaryk et al.","1997","T. T. Tokaryk, S. L. Cumbaa, and J. E. Storer. 1997. Early Late Cretaceous birds from Saskatchewan, Canada: the oldest diverse avifauna known from North America. Journal of Vertebrate Paleontology 17(1):172-176","Chordata","Aves","Hesperornithiformes","NO_FAMILY_SPECIFIED","Pasquiaornis","14326","67793","William Foster","NA","English","aves","valid","Carrot River, Saskatchewan","Canada","Canada","Royal Saskatchewan Museum","SMNHP2077.63","person",NA,"Darren Tanke","male","assumed from ending","Canada","explicitly stated in paper","afterDarrenTankeofDrumheller,AB,the  firstauthor's  firstteacherofpaleontologyandgoodfriend","location/geography",NA,NA,NA,NA,NA,NA,"squia,referenceto  thePasquiaHillsregion;ornis,bird.","Eastend Fossil Research Station; Paleobiology, Canadian Museum of Nature; R oyal Saskatchewan Museum","Canada; Canada; Canada",NA,"FALSE",NA
"Isisaurus colberti","Isisaurus colberti","Jain and Bandyopadhyay","1997","S. L. Jain and S. Bandyopadhyay. 1997. New titanosaurid (Dinosauria: Sauropoda) from the Late Cretaceous of central India. Journal of Vertebrate Paleontology 17(1):114-136","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Isisaurus","4177","64312","William Foster","NA","English","dinosauria","valid","Dongargon village, Chandrapur ditrict, Maharashtra, central India","India","India","Indian Statistical Institute, Geological Museum","ISIR335/1-65","person",NA,"Prof. Edwin H. Colbert","male","assumed from ending","USA","retrieved from external source","foremost exponent of dinosaurs","company/corporation",NA,"Indian Statistical Institute",NA,NA,NA,NA,"Abbreviated","Geological Studies Unit, Indian Statistical Institute; Geological Studies Unit, Indian Statistical Institute","India; India",NA,"FALSE",NA
"Rinchenia mongoliensis","Rinchenia mongoliensis","Barsbold","1997","R. Barsbold. 1997. Oviraptorosauria.  In P. J. Currie & K. Padian (ed.), The Encyclopedia of Dinosaurs","Chordata","Saurischia","Avetheropoda","Oviraptoridae","Rinchenia","15010","68397","William Foster",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","location/geography",NA,NA,NA,NA,NA,NA,NA,"person",NA,"Rinchen Barsbold",NA,NA,"Mongolia","retrieved from external source","Mongolian palaeontologist, original describer of the material",NA,NA,NA,"FALSE","wrong reference: Barsbold, R. 1986. Carnivorous dinosaurs oviraptors [in Russian]. In: E.I. Vorobyeva (ed.), Helpetological   Investigations in the Mongolian People's Republic, 210-223. AkademiL Nauk SSSR, Institut Evolucionnoj Morfologii i Ekologii %votnyh im. A.M. Severcova, Moskva"
"Protarchaeopteryx robusta","Protarchaeopteryx robusta","Ji and Ji","1997","Q. Ji and S.-A. Ji. 1997. [Protarchaeopteryx gen. nov.—a new genus of Archaeopterygidae in China]. Chinese Geology 238(3):38-41","Chordata","Saurischia","Avetheropoda","NO_FAMILY_SPECIFIED","Protarchaeopteryx","19421","66068","William Foster","NA","Chinese","aves","valid","Sihetun Village, Shangyuan Township, Beipiao City, Liaoning Province","China","China","China Geological Museum","GMV 2125","morphological characteristics","Latin",NA,NA,NA,NA,NA,"long and strong hind limbs","in relation to other taxa",NA,NA,NA,NA,NA,NA,"would translate as old wing. showing primitive features",NA,"China; China",NA,"FALSE","affiliations not on article on cnki.net"
"Ageroolithus fontllongensis","Ageroolithus fontllongensis","Vianey-Liaud and López-Martínez","1997","M. Vianey-Liaud and N. López-Martínez. 1997. Late Cretaceous dinosaur eggshells from the Tremp basin, southern Pyrenees, Lleida, Spain. Journal of Paleontology 71(6):1157-1171","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Ageroolithus","23594","72346","William Foster","NA",NA,"egg","valid","Fontllonga 6 (Lleida, Spain)","Spain","not reported","not reported","FLL6-1","location/geography",NA,NA,NA,NA,NA,NA,"There is no etmology, but the species name is the locality name","location/geography",NA,NA,NA,NA,NA,NA,"No etmology given, but it is the name of the syncline where the fossils were found","Institut des Sciences de l'Evolution, Universit6 Monptellier II, Place Eugene Bataillon, 34095-Montpellier cedex 05-France; Departamento de Paleontologia, Facultade Ciencias Geol6gicas, Universidad Complutense, 28040 Madrid, Spain","France; Spain",NA,"FALSE",NA
"Toyamasauripus masuiae","Toyamasauripus masuiae","Matsukawa et al.","1997","M. Matsukawa, T. Hamuro, and T. Mizukami, S. Fujii. 1997. First trackway evidence of gregarious dinosaurs from the Lower Cretaceous Tetori Group of eastern Toyama prefecture, central Japan. Cretaceous Research 18:603-619","Chordata","Reptilia","Eosuchia","NO_FAMILY_SPECIFIED","Toyamasauripus","29368","142972","William Foster","NA","English","trace","valid","Toyama, Japan","Japan","Japan","Tokyu Gakugei University","TGUSE-DT 1001","person",NA,"Mrs Masui Hamuro","female","based on paper","Japan","inferred from paper","After Mrs Masui Hamuro, wife of Toshikazu Hamuro, one of the authors","location/geography",NA,NA,NA,NA,NA,NA,"Originating from Toyama Prefecture, Japan","*Department of Science Education , Tokyo Gakugei University; Toyama Paleontological Research Club; Toyama Paleontological Research Club; Fujii Laboratory for Environmental Geology","Japan; Japan; Japan; Japan",NA,"FALSE",NA
"Liaoningornis longidigitris","Liaoningornis longidigitris","Hou","1997","L. Hou. 1997. A carinate bird from the Upper Jurassic of western Liaoning, China. Chinese Science Bulletin 42(5):413-417","Chordata","Aves","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Liaoningornis","28733","137402","Thomas Halliday",NA,"Chinese","aves","valid","Sihetun, Shangyuanzhen, Beipiao, Liaoning","China","China","Institute of Vertebrate Paleontology and Paleoanthropology","IVPP V11303.2","morphological characteristics",NA,NA,NA,NA,NA,NA,"""long digits""","location/geography",NA,NA,NA,NA,NA,NA,"""Liaoning bird""","Institute of Vertebrate Paleontology and Paleoanthropology","China",NA,"FALSE",NA
"Songlingornis linghensis","Songlingornis linghensis","Hou","1997","L. H. Hou. 1997. Mesozoic Birds of China","Chordata","Aves","NO_ORDER_SPECIFIED","Hongshanornithidae","Songlingornis","37441","197838","Thomas Halliday",NA,"Chinese","aves","valid","Jiufotang Fm, Boluochi, Chaoyang, Liaoning","China","China","Institute of Vertebrate Paleontology and Paleoanthropology","IVPP V10913","location/geography","Chinese",NA,NA,NA,NA,NA,"Linghe river, the largest river in western Liaoning","location/geography","Chinese",NA,NA,NA,NA,NA,"""Pine Ridge"", the name of the NE-SW mountain range to the SE of the quarry","Institute of Vertebrate Paleontology and Paleoanthropology","China",NA,"FALSE",NA
"Longchengornis sanyanensis","Longchengornis sanyanensis","Hou","1997","L. H. Hou. 1997. Mesozoic Birds of China","Chordata","Aves","Cathayornithiformes","Cathayornithidae","Longchengornis","37441","197827","Thomas Halliday",NA,"Chinese","aves","valid","Jiufotang Fm, Boluochi, Chaoyang, Liaoning","China","China","Institute of Vertebrate Paleontology and Paleoanthropology","IVPP V10530","location/geography","Chinese",NA,NA,NA,NA,NA,"""Three Yan Kingdoms"", this region of China during the Sixteen Kingdoms ca 341AD, established by the Tungusic tribes of the area","location/geography","Chinese",NA,NA,NA,NA,NA,"""Dragon City"", the initial name of the capital of the region, Chaoyang, established in 341AD","Institute of Vertebrate Paleontology and Paleoanthropology","China",NA,"FALSE",NA
"Houornis caudatus","Houornis caudatus","Hou","1997","L. H. Hou. 1997. Mesozoic Birds of China","Chordata","Aves","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Houornis","37441","312940","Thomas Halliday",NA,"Chinese","aves","nomen dubium","Jiufotang Fm, Boluochi, Chaoyang, Liaoning","China","China","Institute of Vertebrate Paleontology and Paleoanthropology","IVPP V10917","morphological characteristics",NA,NA,NA,NA,NA,NA,"""bearing a tail""","person",NA,"Hou Lianhu",NA,NA,"China","inferred from paper","The original describer of the fossil","Institute of Vertebrate Paleontology and Paleoanthropology","China",NA,"FALSE",NA
"Confuciusornis chuonzhous","Confuciusornis chuonzhous","Hou","1997","L. H. Hou. 1997. Mesozoic Birds of China","Chordata","Aves","NO_ORDER_SPECIFIED","Confuciusornithidae","Confuciusornis","37441","197819","Thomas Halliday",NA,"Chinese","aves","valid","Huangbanjigou, Shangyuanzhen, Beipiaoshi, Liaoning","China","China","Institute of Vertebrate Paleontology and Paleoanthropology","IVPP V10919","location/geography",NA,NA,NA,NA,NA,NA,"The former name of the city of Beipiao, Chuanzhou","person","Latinised Mandarin","Confucius (<U+5B54><U+592B><U+5B50>)",NA,NA,"China","retrieved from external source","The Chinese philosopher Kong Qiu Zhòngní, known generally as ""Master Kong"", or Kong Fuzi.","Institute of Vertebrate Paleontology and Paleoanthropology","China",NA,"FALSE",NA
"Confuciusornis suniae","Confuciusornis suniae","Hou","1997","L. H. Hou. 1997. Mesozoic Birds of China","Chordata","Aves","NO_ORDER_SPECIFIED","Confuciusornithidae","Confuciusornis","37441","157739","Thomas Halliday",NA,"Chinese","aves","valid","Sihetuncun, Chaoyang, Liaoning","China","China","Institute of Vertebrate Paleontology and Paleoanthropology","IVPP V11308","person",NA,"Ms Sun","female","based on paper","China","explicitly stated in paper","""The wife of the private collector, Mr Shikuan Liang [...] in dedication of her virtuous character.""","person","Latinised Mandarin","Confucius (<U+5B54><U+592B><U+5B50>)",NA,NA,"China","retrieved from external source","The Chinese philosopher Kong Qiu Zhòngní, known generally as ""Master Kong"", or Kong Fuzi.","Institute of Vertebrate Paleontology and Paleoanthropology","China",NA,"FALSE",NA
"Jibeinia luanhera","Jibeinia luanhera","Hou","1997","L. H. Hou. 1997. Mesozoic Birds of China","Chordata","Aves","NO_ORDER_SPECIFIED","Confuciusornithidae","Jibeinia","37441","197835","Thomas Halliday",NA,"Chinese","aves","valid","Dongtuyao brick factory, Senjitu, Hebei","China",NA,NA,"NULL","location/geography",NA,NA,NA,NA,NA,NA,"The Luanhe river","location/geography",NA,NA,NA,NA,NA,NA,"Jibei region of China","Institute of Vertebrate Paleontology and Paleoanthropology","China",NA,"FALSE",NA
"Gojirasaurus quayi","Gojirasaurus quayi","Carpenter","1997","K. Carpenter. 1997. A giant coelophysoid (Ceratosauria) theropod from the Upper Triassic of New Mexico, USA. Neues Jahrbuch für Geologie und Paläontologie, Abhandlungen 205(2):189-208","Chordata","Saurischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Gojirasaurus","7058","65490","William Foster","NA","English","dinosauria","valid","Quay County, New Mexico,","USA","USA","University of Colorado Museum, Boulder","UCM 47221","location/geography",NA,NA,NA,NA,NA,NA,"Quay County, New Mexico","folklore/religion","Japanese",NA,NA,NA,NA,NA,"Gojira, a large fictional monster of the Japanese cinema, in reference to the large size of this Triassic theropod.","University of Colorado","USA",NA,"FALSE",NA
"Gongpoquansaurus mazongshanensis","Gongpoquansaurus mazongshanensis","Lü","1997","J. Lü. 1997. A new Iguanodontidae (Probactrosaurus mazongshanensis sp. nov.) from Mazongshan area, Gansu Province, China.  In Z. Dong (ed.), Sino-Japanese Silk Road Dinosaur Expedition. China Ocean Press, Beijing","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Gongpoquansaurus","11758","325974","Thomas Halliday",NA,"English","dinosauria",NA,"Gongpoquan Basin, town of Mazongshan, Subei Mongol Autonomous County, Gansu Province","China","China","Institute of Vertebrate Paleontology and Paleoanthropology","IVPP V 11333","location/geography",NA,NA,NA,NA,NA,NA,"For the town of Mazongshan","location/geography",NA,NA,NA,NA,NA,NA,"For the name of the basin where the type species was recovered","Institute of Vertebrate Paleontology and Paleoanthropology","China",NA,"TRUE","Information taken from the recombination paper by You, Li and Dodson (2014)"
"Unenlagia comahuensis","Unenlagia comahuensis","Novas and Puerta","1997","F. E. Novas and P. F. Puerta. 1997. New evidence concerning avian origins from the Late Cretaceous of Patagonia. Nature 387:390-392","Chordata","Saurischia","Avetheropoda","Dromaeosauridae","Unenlagia","13200","65422","William Foster",NA,NA,"dinosauria","valid","Sierra de! Portezuelo, Neuquen Province, Argentina.","Argentina","Argentina","Museo Carmen Funes, Plaza comahuensis, gen et sp. nov. For details, see Methods. Huincul, Argentina","(MCF PVPH 78","location/geography","Mapuche (Indigenous language)",NA,NA,NA,NA,NA,"Comahue, a Mapuche name referring to North-West Patagonia.","morphological characteristics","Mapuche",NA,NA,NA,NA,NA,"Unenlagia, Latinized from ""ufien"" and ""lag"", Mapuche Indian names respectively meaning ""half"" and ""bird""8;","Museo Argentina de Ciencias Naturales Bernardino Rivadavia, Av. Angel Gallardo 470, Buenos Aires, 1405, Argentina; Museo Paleontológico Egidio Feruglio, Av. 9 de Julio 655, 9100, Trelew, Argentina","Argentina; Argentina",NA,"FALSE",NA
"Spheroolithus albertensis","Spheroolithus albertensis","Zelenitsky and Hills","1997","D. K. Zelenitsky and L. V. Hills. 1997. Normal and pathological eggshells of Spheroolithus albertensis, oosp. nov., from the Oldman Formation (Judith River Group, Late Campanian), southern Alberta. Journal of Vertebrate Paleontology 17(1):167-171","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Spheroolithidae","Spheroolithus","14287","67291","William Foster","NA","English","egg","valid","Devil's Coulee, southern Alberta","Canada","Canada","Royal Tyrrell Museum of Palaeontology","RTMP 94.157 .63","location/geography",NA,NA,NA,NA,NA,NA,"In reference to the province in which the type material was collected","morphological characteristics",NA,NA,NA,NA,NA,NA,"""Round egg-stone""","Department of Geology and Geophysics, The University of Calgary; Department of Geology and Geophysics, The University of Calgary","Canada; Canada",NA,"FALSE",NA
"Tenontosaurus dossi","Tenontosaurus dossi","Winkler et al.","1997","D. A. Winkler, P. A. Murry, and L. L. Jacobs. 1997. A new species of Tenontosaurus (Dinosauria: Ornithopoda) from the Early Cretaceous of Texas. Journal of Vertebrate Paleontology 17(2):330-348","Chordata","Ornithischia","NO_ORDER_SPECIFIED","NO_FAMILY_SPECIFIED","Tenontosaurus","14257","67272","Thomas Halliday",NA,"English","dinosauria","valid","Doss Ranch, Parker County, Texas","USA","USA","Fort Worth Museum of Science and History","FWMSH 93B1","person",NA,"James Doss","male","based on paper","USA","explicitly stated in paper","""Named for James Doss who together with his wife Dorothy donated the specimen""","morphological characteristics","Greek",NA,NA,NA,NA,NA,"""Sinew lizard"", in reference to ossified tendons","Shuler Museum of Paleontology, Southern Methodist University (DAW); Tarleton State University (PAM); Shuler Museum of Paleontology, Southern Methodist University (LLJ)","USA; USA; USA",NA,"FALSE",NA
"Pawpawsaurus campbelli","Pawpawsaurus campbelli","Lee","1996","Y. -N. Lee. 1996. A new nodosaurid ankylosaur (Dinosauria: Ornithschia) from the Paw Paw Formation (late Albian) of Texas. Journal of Vertebrate Paleontology 16(2):232-245","Chordata","Ornithischia","NO_ORDER_SPECIFIED","Nodosauridae","Pawpawsaurus","312","55999","William Foster","NA","English","dinosauria","valid","Tarrant County, Texas","USA","USA","Shuler Museum of Paleontology, Southern Methodist University","SMU 73203","person",NA,"Mr. Cameron Campbell","male","based on paper","USA","inferred from paper","The species is named in honor of Mr. Cameron Campbell, who found the specimen","location/geography",NA,NA,NA,NA,NA,NA,"Named for the Paw Paw Formation, which yielded the holotype; sauros, Greek liz","Department of Geological Sciences, Southern Mthodist University","USA",NA,"FALSE",NA
"Shanyangosaurus niupanggouensis","Shanyangosaurus niupanggouensis","Xue et al.","1996","X. Xue, Y. Zhang, and Y. Bi, L. Yue, D.-K. Chen. 1996. The Development and Environmental Changes of the Intermontane Basins in Eastern Part of the Qinling Mountains. Geological Publishing House, Beijing","Chordata","Saurischia","Avetheropoda","NO_FAMILY_SPECIFIED","Shanyangosaurus","14794","68140","William Foster",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","location/geography",NA,NA,NA,NA,NA,NA,NA,"location/geography",NA,NA,NA,NA,NA,NA,"Named for the Shanyang Formation",NA,NA,NA,"TRUE","Genus etymology from Holtz (2007) appendix"
"Mamenchisaurus anyuensis","Mamenchisaurus anyuensis","He et al.","1996","X. He, S. Yang, and K. Cai, K. Li, Z. Liu. 1996. [A new species of sauropod, Mamenchisaurus anyuensis sp. nov.]. Papers on Geosciences Contributed to the 30th International Geological Congress","Chordata","Saurischia","NO_ORDER_SPECIFIED","Mamenchisauridae","Mamenchisaurus","47184","71839","William Foster",NA,NA,NA,NA,NA,NA,NA,NA,"NULL","location/geography",NA,NA,NA,NA,NA,NA,NA,"location/geography",NA,NA,NA,NA,NA,NA,"Named after the locality of Mamíngxi, but there was a mishearing, and it took the name Maménxi instead.",NA,NA,NA,"TRUE","Genus etymology from Holtz (2007) appendix"
